CustomerID,total_orders,total_quantity,total_spend,avg_order_value,avg_unit_price,avg_items_in_cart,products_bought,coupon_orders,delivered_orders,cancelled_orders,returned_orders,shipped_orders,first_order_date,last_order_date,customer_lifetime_days,orders_per_active_day,coupon_rate,delivery_rate,cancel_rate,return_rate,avg_quantity_per_order,cart_to_quantity_ratio,spend_per_product,cluster,persona
C30477,1,1,201.58,201.58,201.58,2.0,1,1,0,1,0,0,2025-04-12,2025-04-12,0,1.0,1.0,0.0,1.0,0.0,1.0,1.9999999979999998,201.58,0,One-Time / Occasional Shoppers
C30513,1,1,586.44,586.44,586.44,5.0,1,1,0,0,1,0,2024-09-08,2024-09-08,0,1.0,1.0,0.0,0.0,1.0,1.0,4.999999995,586.44,0,One-Time / Occasional Shoppers
C30643,1,3,918.8700000000001,918.8700000000001,306.29,7.0,1,1,0,0,1,0,2024-06-11,2024-06-11,0,1.0,1.0,0.0,0.0,1.0,3.0,2.3333333325555556,918.8700000000001,0,One-Time / Occasional Shoppers
C30686,1,4,1614.32,1614.32,403.58,9.0,1,1,0,0,0,0,2025-06-13,2025-06-13,0,1.0,1.0,0.0,0.0,0.0,4.0,2.2499999994375,1614.32,0,One-Time / Occasional Shoppers
C30711,1,1,278.66,278.66,278.66,2.0,1,1,0,1,0,0,2024-01-20,2024-01-20,0,1.0,1.0,0.0,1.0,0.0,1.0,1.9999999979999998,278.66,0,One-Time / Occasional Shoppers
C30722,1,5,1333.9,1333.9,266.78,5.0,1,0,0,1,0,0,2023-09-27,2023-09-27,0,1.0,0.0,0.0,1.0,0.0,5.0,0.9999999998,1333.9,0,One-Time / Occasional Shoppers
C30923,1,1,654.27,654.27,654.27,2.0,1,1,0,0,0,0,2023-01-28,2023-01-28,0,1.0,1.0,0.0,0.0,0.0,1.0,1.9999999979999998,654.27,0,One-Time / Occasional Shoppers
C30955,1,4,167.6,167.6,41.9,9.0,1,1,0,0,0,0,2023-11-05,2023-11-05,0,1.0,1.0,0.0,0.0,0.0,4.0,2.2499999994375,167.6,0,One-Time / Occasional Shoppers
C31072,1,4,916.4,916.4,229.1,8.0,1,1,0,0,1,0,2024-04-16,2024-04-16,0,1.0,1.0,0.0,0.0,1.0,4.0,1.9999999995,916.4,0,One-Time / Occasional Shoppers
C31105,1,1,583.99,583.99,583.99,2.0,1,1,0,1,0,0,2023-05-11,2023-05-11,0,1.0,1.0,0.0,1.0,0.0,1.0,1.9999999979999998,583.99,0,One-Time / Occasional Shoppers
C31371,1,2,507.36,507.36,253.68,6.0,1,0,0,0,0,1,2023-12-08,2023-12-08,0,1.0,0.0,0.0,0.0,0.0,2.0,2.9999999985,507.36,0,One-Time / Occasional Shoppers
C31412,1,4,2042.32,2042.32,510.58,7.0,1,1,0,0,1,0,2024-07-02,2024-07-02,0,1.0,1.0,0.0,0.0,1.0,4.0,1.7499999995625,2042.32,0,One-Time / Occasional Shoppers
C31501,1,3,1764.15,1764.15,588.05,8.0,1,0,1,0,0,0,2025-06-27,2025-06-27,0,1.0,0.0,1.0,0.0,0.0,3.0,2.6666666657777776,1764.15,0,One-Time / Occasional Shoppers
C31668,1,5,569.35,569.35,113.87,6.0,1,1,0,0,0,0,2024-05-24,2024-05-24,0,1.0,1.0,0.0,0.0,0.0,5.0,1.19999999976,569.35,0,One-Time / Occasional Shoppers
C31761,1,4,2600.16,2600.16,650.04,6.0,1,1,0,1,0,0,2024-11-01,2024-11-01,0,1.0,1.0,0.0,1.0,0.0,4.0,1.499999999625,2600.16,0,One-Time / Occasional Shoppers
C31764,1,1,655.09,655.09,655.09,6.0,1,0,0,0,0,0,2024-12-06,2024-12-06,0,1.0,0.0,0.0,0.0,0.0,1.0,5.9999999939999995,655.09,0,One-Time / Occasional Shoppers
C31772,1,1,693.41,693.41,693.41,4.0,1,0,0,0,0,1,2023-07-11,2023-07-11,0,1.0,0.0,0.0,0.0,0.0,1.0,3.9999999959999997,693.41,0,One-Time / Occasional Shoppers
C31810,1,1,178.44,178.44,178.44,2.0,1,1,0,1,0,0,2023-02-02,2023-02-02,0,1.0,1.0,0.0,1.0,0.0,1.0,1.9999999979999998,178.44,0,One-Time / Occasional Shoppers
C31946,1,4,2037.52,2037.52,509.38,6.0,1,1,0,0,0,1,2023-11-21,2023-11-21,0,1.0,1.0,0.0,0.0,0.0,4.0,1.499999999625,2037.52,0,One-Time / Occasional Shoppers
C32011,1,1,628.89,628.89,628.89,2.0,1,1,0,0,1,0,2025-02-26,2025-02-26,0,1.0,1.0,0.0,0.0,1.0,1.0,1.9999999979999998,628.89,0,One-Time / Occasional Shoppers
C32029,1,4,701.44,701.44,175.36,4.0,1,1,1,0,0,0,2024-08-06,2024-08-06,0,1.0,1.0,1.0,0.0,0.0,4.0,0.99999999975,701.44,0,One-Time / Occasional Shoppers
C32121,1,4,795.24,795.24,198.81,9.0,1,1,0,0,1,0,2025-02-12,2025-02-12,0,1.0,1.0,0.0,0.0,1.0,4.0,2.2499999994375,795.24,0,One-Time / Occasional Shoppers
C32183,1,3,1985.67,1985.67,661.89,6.0,1,1,0,1,0,0,2025-02-24,2025-02-24,0,1.0,1.0,0.0,1.0,0.0,3.0,1.9999999993333333,1985.67,0,One-Time / Occasional Shoppers
C32347,1,1,249.81,249.81,249.81,1.0,1,1,0,0,0,0,2023-12-13,2023-12-13,0,1.0,1.0,0.0,0.0,0.0,1.0,0.9999999989999999,249.81,0,One-Time / Occasional Shoppers
C32570,1,1,11.39,11.39,11.39,6.0,1,1,0,1,0,0,2023-10-16,2023-10-16,0,1.0,1.0,0.0,1.0,0.0,1.0,5.9999999939999995,11.39,0,One-Time / Occasional Shoppers
C32580,1,5,1874.95,1874.95,374.99,9.0,1,1,0,0,0,1,2023-11-27,2023-11-27,0,1.0,1.0,0.0,0.0,0.0,5.0,1.79999999964,1874.95,0,One-Time / Occasional Shoppers
C32650,1,2,1210.52,1210.52,605.26,4.0,1,1,0,1,0,0,2024-05-27,2024-05-27,0,1.0,1.0,0.0,1.0,0.0,2.0,1.999999999,1210.52,0,One-Time / Occasional Shoppers
C32687,1,2,852.44,852.44,426.22,7.0,1,1,1,0,0,0,2024-12-16,2024-12-16,0,1.0,1.0,1.0,0.0,0.0,2.0,3.49999999825,852.44,0,One-Time / Occasional Shoppers
C32798,1,2,993.24,993.24,496.62,2.0,1,1,0,0,0,0,2024-09-15,2024-09-15,0,1.0,1.0,0.0,0.0,0.0,2.0,0.9999999995,993.24,0,One-Time / Occasional Shoppers
C32854,1,1,65.45,65.45,65.45,2.0,1,1,0,0,0,0,2023-02-20,2023-02-20,0,1.0,1.0,0.0,0.0,0.0,1.0,1.9999999979999998,65.45,0,One-Time / Occasional Shoppers
C32943,1,2,824.28,824.28,412.14,2.0,1,1,0,0,1,0,2023-09-08,2023-09-08,0,1.0,1.0,0.0,0.0,1.0,2.0,0.9999999995,824.28,0,One-Time / Occasional Shoppers
C32956,1,5,2715.8,2715.8,543.16,6.0,1,1,0,1,0,0,2024-07-24,2024-07-24,0,1.0,1.0,0.0,1.0,0.0,5.0,1.19999999976,2715.8,0,One-Time / Occasional Shoppers
C32960,1,5,2223.8,2223.8,444.76,7.0,1,0,0,0,1,0,2023-12-01,2023-12-01,0,1.0,0.0,0.0,0.0,1.0,5.0,1.3999999997199999,2223.8,0,One-Time / Occasional Shoppers
C33051,1,2,883.08,883.08,441.54,2.0,1,1,1,0,0,0,2024-04-23,2024-04-23,0,1.0,1.0,1.0,0.0,0.0,2.0,0.9999999995,883.08,0,One-Time / Occasional Shoppers
C33099,1,5,241.9,241.9,48.38,9.0,1,1,1,0,0,0,2024-12-28,2024-12-28,0,1.0,1.0,1.0,0.0,0.0,5.0,1.79999999964,241.9,0,One-Time / Occasional Shoppers
C33110,1,3,1584.42,1584.42,528.14,3.0,1,1,1,0,0,0,2025-05-31,2025-05-31,0,1.0,1.0,1.0,0.0,0.0,3.0,0.9999999996666666,1584.42,0,One-Time / Occasional Shoppers
C33220,1,4,1852.16,1852.16,463.04,9.0,1,0,0,0,1,0,2023-02-16,2023-02-16,0,1.0,0.0,0.0,0.0,1.0,4.0,2.2499999994375,1852.16,0,One-Time / Occasional Shoppers
C33260,1,3,1270.59,1270.59,423.53,6.0,1,1,1,0,0,0,2024-09-20,2024-09-20,0,1.0,1.0,1.0,0.0,0.0,3.0,1.9999999993333333,1270.59,0,One-Time / Occasional Shoppers
C33313,1,3,1738.65,1738.65,579.55,8.0,1,1,0,0,1,0,2025-04-29,2025-04-29,0,1.0,1.0,0.0,0.0,1.0,3.0,2.6666666657777776,1738.65,0,One-Time / Occasional Shoppers
C33315,1,3,1687.65,1687.65,562.55,6.0,1,0,0,0,1,0,2024-06-09,2024-06-09,0,1.0,0.0,0.0,0.0,1.0,3.0,1.9999999993333333,1687.65,0,One-Time / Occasional Shoppers
C33540,1,1,273.19,273.19,273.19,5.0,1,1,0,0,1,0,2023-10-15,2023-10-15,0,1.0,1.0,0.0,0.0,1.0,1.0,4.999999995,273.19,0,One-Time / Occasional Shoppers
C33634,1,4,2355.4,2355.4,588.85,7.0,1,0,0,0,0,0,2023-01-31,2023-01-31,0,1.0,0.0,0.0,0.0,0.0,4.0,1.7499999995625,2355.4,0,One-Time / Occasional Shoppers
C33729,1,3,1978.71,1978.71,659.57,6.0,1,1,0,1,0,0,2023-03-31,2023-03-31,0,1.0,1.0,0.0,1.0,0.0,3.0,1.9999999993333333,1978.71,0,One-Time / Occasional Shoppers
C33744,1,4,2307.48,2307.48,576.87,5.0,1,0,0,0,1,0,2023-05-09,2023-05-09,0,1.0,0.0,0.0,0.0,1.0,4.0,1.2499999996875,2307.48,0,One-Time / Occasional Shoppers
C33802,1,1,604.87,604.87,604.87,4.0,1,0,1,0,0,0,2024-07-28,2024-07-28,0,1.0,0.0,1.0,0.0,0.0,1.0,3.9999999959999997,604.87,0,One-Time / Occasional Shoppers
C34134,1,1,254.12,254.12,254.12,1.0,1,1,1,0,0,0,2025-04-06,2025-04-06,0,1.0,1.0,1.0,0.0,0.0,1.0,0.9999999989999999,254.12,0,One-Time / Occasional Shoppers
C34266,1,4,2519.52,2519.52,629.88,8.0,1,1,0,1,0,0,2025-02-25,2025-02-25,0,1.0,1.0,0.0,1.0,0.0,4.0,1.9999999995,2519.52,0,One-Time / Occasional Shoppers
C34337,1,5,950.5500000000001,950.5500000000001,190.11,7.0,1,1,1,0,0,0,2024-07-22,2024-07-22,0,1.0,1.0,1.0,0.0,0.0,5.0,1.3999999997199999,950.5500000000001,0,One-Time / Occasional Shoppers
C34416,1,2,99.24,99.24,49.62,2.0,1,1,0,0,0,0,2023-01-29,2023-01-29,0,1.0,1.0,0.0,0.0,0.0,2.0,0.9999999995,99.24,0,One-Time / Occasional Shoppers
C34555,1,1,372.8,372.8,372.8,6.0,1,1,0,1,0,0,2023-03-12,2023-03-12,0,1.0,1.0,0.0,1.0,0.0,1.0,5.9999999939999995,372.8,0,One-Time / Occasional Shoppers
C34686,1,1,68.39,68.39,68.39,3.0,1,1,0,0,1,0,2025-03-28,2025-03-28,0,1.0,1.0,0.0,0.0,1.0,1.0,2.9999999969999998,68.39,0,One-Time / Occasional Shoppers
C35043,1,5,132.15,132.15,26.43,5.0,1,1,0,0,0,1,2025-03-05,2025-03-05,0,1.0,1.0,0.0,0.0,0.0,5.0,0.9999999998,132.15,0,One-Time / Occasional Shoppers
C35091,1,1,211.14,211.14,211.14,1.0,1,1,0,1,0,0,2024-03-29,2024-03-29,0,1.0,1.0,0.0,1.0,0.0,1.0,0.9999999989999999,211.14,0,One-Time / Occasional Shoppers
C35100,1,2,639.82,639.82,319.91,3.0,1,1,0,1,0,0,2024-12-15,2024-12-15,0,1.0,1.0,0.0,1.0,0.0,2.0,1.49999999925,639.82,0,One-Time / Occasional Shoppers
C35117,1,2,1395.86,1395.86,697.93,2.0,1,1,0,1,0,0,2025-05-06,2025-05-06,0,1.0,1.0,0.0,1.0,0.0,2.0,0.9999999995,1395.86,0,One-Time / Occasional Shoppers
C35123,1,4,1546.92,1546.92,386.73,4.0,1,1,1,0,0,0,2024-06-13,2024-06-13,0,1.0,1.0,1.0,0.0,0.0,4.0,0.99999999975,1546.92,0,One-Time / Occasional Shoppers
C35136,1,1,634.94,634.94,634.94,5.0,1,1,0,1,0,0,2023-03-20,2023-03-20,0,1.0,1.0,0.0,1.0,0.0,1.0,4.999999995,634.94,0,One-Time / Occasional Shoppers
C35168,1,2,1199.72,1199.72,599.86,7.0,1,1,0,0,0,0,2023-01-24,2023-01-24,0,1.0,1.0,0.0,0.0,0.0,2.0,3.49999999825,1199.72,0,One-Time / Occasional Shoppers
C35355,1,4,1327.6,1327.6,331.9,5.0,1,1,0,0,0,0,2024-04-20,2024-04-20,0,1.0,1.0,0.0,0.0,0.0,4.0,1.2499999996875,1327.6,0,One-Time / Occasional Shoppers
C35377,1,5,3119.05,3119.05,623.81,6.0,1,1,0,0,1,0,2023-05-27,2023-05-27,0,1.0,1.0,0.0,0.0,1.0,5.0,1.19999999976,3119.05,0,One-Time / Occasional Shoppers
C35397,1,5,331.55,331.55,66.31,7.0,1,1,0,0,0,0,2025-05-24,2025-05-24,0,1.0,1.0,0.0,0.0,0.0,5.0,1.3999999997199999,331.55,0,One-Time / Occasional Shoppers
C35483,1,3,671.0999999999999,671.0999999999999,223.7,3.0,1,1,0,0,1,0,2024-08-31,2024-08-31,0,1.0,1.0,0.0,0.0,1.0,3.0,0.9999999996666666,671.0999999999999,0,One-Time / Occasional Shoppers
C35566,1,4,258.76,258.76,64.69,7.0,1,1,0,0,0,1,2023-02-14,2023-02-14,0,1.0,1.0,0.0,0.0,0.0,4.0,1.7499999995625,258.76,0,One-Time / Occasional Shoppers
C35628,1,3,1660.71,1660.71,553.57,4.0,1,1,0,0,1,0,2024-11-24,2024-11-24,0,1.0,1.0,0.0,0.0,1.0,3.0,1.3333333328888888,1660.71,0,One-Time / Occasional Shoppers
C35669,1,5,2894.15,2894.15,578.83,6.0,1,0,0,0,1,0,2024-06-21,2024-06-21,0,1.0,0.0,0.0,0.0,1.0,5.0,1.19999999976,2894.15,0,One-Time / Occasional Shoppers
C35711,1,4,1308.48,1308.48,327.12,4.0,1,0,0,1,0,0,2024-08-31,2024-08-31,0,1.0,0.0,0.0,1.0,0.0,4.0,0.99999999975,1308.48,0,One-Time / Occasional Shoppers
C35785,1,1,427.82,427.82,427.82,2.0,1,1,1,0,0,0,2024-04-07,2024-04-07,0,1.0,1.0,1.0,0.0,0.0,1.0,1.9999999979999998,427.82,0,One-Time / Occasional Shoppers
C35852,2,7,1248.39,624.195,203.72500000000002,5.5,2,1,0,0,0,0,2024-03-05,2025-03-02,362,0.005509641873278237,0.5,0.0,0.0,0.0,3.5,1.5714285709795919,624.195,1,Repeat / Higher-Value Shoppers
C35854,1,5,939.85,939.85,187.97,9.0,1,1,0,0,1,0,2023-08-29,2023-08-29,0,1.0,1.0,0.0,0.0,1.0,5.0,1.79999999964,939.85,0,One-Time / Occasional Shoppers
C35983,1,5,3137.15,3137.15,627.43,10.0,1,1,0,1,0,0,2024-03-10,2024-03-10,0,1.0,1.0,0.0,1.0,0.0,5.0,1.9999999996,3137.15,0,One-Time / Occasional Shoppers
C35987,1,5,3267.3,3267.3,653.46,9.0,1,1,0,1,0,0,2023-09-04,2023-09-04,0,1.0,1.0,0.0,1.0,0.0,5.0,1.79999999964,3267.3,0,One-Time / Occasional Shoppers
C36014,1,2,869.94,869.94,434.97,7.0,1,0,0,0,0,1,2023-06-11,2023-06-11,0,1.0,0.0,0.0,0.0,0.0,2.0,3.49999999825,869.94,0,One-Time / Occasional Shoppers
C36137,1,3,717.24,717.24,239.08,8.0,1,0,0,0,0,1,2024-11-24,2024-11-24,0,1.0,0.0,0.0,0.0,0.0,3.0,2.6666666657777776,717.24,0,One-Time / Occasional Shoppers
C36150,1,2,1069.82,1069.82,534.91,5.0,1,1,0,0,1,0,2023-10-06,2023-10-06,0,1.0,1.0,0.0,0.0,1.0,2.0,2.49999999875,1069.82,0,One-Time / Occasional Shoppers
C36174,1,3,926.94,926.94,308.98,3.0,1,1,1,0,0,0,2024-05-31,2024-05-31,0,1.0,1.0,1.0,0.0,0.0,3.0,0.9999999996666666,926.94,0,One-Time / Occasional Shoppers
C36383,1,5,2107.2,2107.2,421.44,5.0,1,1,0,0,0,0,2024-10-03,2024-10-03,0,1.0,1.0,0.0,0.0,0.0,5.0,0.9999999998,2107.2,0,One-Time / Occasional Shoppers
C36408,1,5,3075.5,3075.5,615.1,10.0,1,1,0,0,1,0,2024-01-15,2024-01-15,0,1.0,1.0,0.0,0.0,1.0,5.0,1.9999999996,3075.5,0,One-Time / Occasional Shoppers
C36467,1,1,75.78,75.78,75.78,5.0,1,1,0,0,0,0,2023-07-23,2023-07-23,0,1.0,1.0,0.0,0.0,0.0,1.0,4.999999995,75.78,0,One-Time / Occasional Shoppers
C36492,1,1,45.94,45.94,45.94,2.0,1,1,0,1,0,0,2024-08-30,2024-08-30,0,1.0,1.0,0.0,1.0,0.0,1.0,1.9999999979999998,45.94,0,One-Time / Occasional Shoppers
C36497,1,2,86.3,86.3,43.15,3.0,1,1,0,0,0,0,2023-08-22,2023-08-22,0,1.0,1.0,0.0,0.0,0.0,2.0,1.49999999925,86.3,0,One-Time / Occasional Shoppers
C36534,1,3,1963.62,1963.62,654.54,7.0,1,1,0,0,1,0,2023-11-11,2023-11-11,0,1.0,1.0,0.0,0.0,1.0,3.0,2.3333333325555556,1963.62,0,One-Time / Occasional Shoppers
C36540,1,4,728.32,728.32,182.08,4.0,1,1,1,0,0,0,2023-09-18,2023-09-18,0,1.0,1.0,1.0,0.0,0.0,4.0,0.99999999975,728.32,0,One-Time / Occasional Shoppers
C36613,1,3,1894.92,1894.92,631.64,3.0,1,1,0,0,1,0,2023-08-26,2023-08-26,0,1.0,1.0,0.0,0.0,1.0,3.0,0.9999999996666666,1894.92,0,One-Time / Occasional Shoppers
C36688,1,1,305.17,305.17,305.17,3.0,1,1,0,0,1,0,2023-04-21,2023-04-21,0,1.0,1.0,0.0,0.0,1.0,1.0,2.9999999969999998,305.17,0,One-Time / Occasional Shoppers
C36725,1,5,3253.6,3253.6,650.72,8.0,1,1,0,1,0,0,2024-10-27,2024-10-27,0,1.0,1.0,0.0,1.0,0.0,5.0,1.59999999968,3253.6,0,One-Time / Occasional Shoppers
C36778,1,1,388.33,388.33,388.33,2.0,1,1,0,0,1,0,2024-12-30,2024-12-30,0,1.0,1.0,0.0,0.0,1.0,1.0,1.9999999979999998,388.33,0,One-Time / Occasional Shoppers
C36813,1,3,1842.45,1842.45,614.15,3.0,1,0,0,1,0,0,2023-11-13,2023-11-13,0,1.0,0.0,0.0,1.0,0.0,3.0,0.9999999996666666,1842.45,0,One-Time / Occasional Shoppers
C36825,1,2,877.52,877.52,438.76,2.0,1,0,0,0,1,0,2023-02-27,2023-02-27,0,1.0,0.0,0.0,0.0,1.0,2.0,0.9999999995,877.52,0,One-Time / Occasional Shoppers
C36938,1,3,761.9399999999999,761.9399999999999,253.98,3.0,1,1,0,1,0,0,2025-02-06,2025-02-06,0,1.0,1.0,0.0,1.0,0.0,3.0,0.9999999996666666,761.9399999999999,0,One-Time / Occasional Shoppers
C36992,1,3,671.37,671.37,223.79,3.0,1,0,0,0,0,0,2023-07-14,2023-07-14,0,1.0,0.0,0.0,0.0,0.0,3.0,0.9999999996666666,671.37,0,One-Time / Occasional Shoppers
C36997,1,4,745.64,745.64,186.41,6.0,1,1,0,0,0,0,2023-09-08,2023-09-08,0,1.0,1.0,0.0,0.0,0.0,4.0,1.499999999625,745.64,0,One-Time / Occasional Shoppers
C37032,1,2,847.76,847.76,423.88,7.0,1,1,1,0,0,0,2023-08-11,2023-08-11,0,1.0,1.0,1.0,0.0,0.0,2.0,3.49999999825,847.76,0,One-Time / Occasional Shoppers
C37235,1,4,151.04,151.04,37.76,7.0,1,0,1,0,0,0,2023-06-02,2023-06-02,0,1.0,0.0,1.0,0.0,0.0,4.0,1.7499999995625,151.04,0,One-Time / Occasional Shoppers
C37249,1,2,491.72,491.72,245.86,4.0,1,1,0,0,0,1,2023-10-23,2023-10-23,0,1.0,1.0,0.0,0.0,0.0,2.0,1.999999999,491.72,0,One-Time / Occasional Shoppers
C37375,1,2,1036.46,1036.46,518.23,5.0,1,0,0,0,0,1,2024-01-18,2024-01-18,0,1.0,0.0,0.0,0.0,0.0,2.0,2.49999999875,1036.46,0,One-Time / Occasional Shoppers
C37412,1,1,432.47,432.47,432.47,4.0,1,1,1,0,0,0,2023-07-18,2023-07-18,0,1.0,1.0,1.0,0.0,0.0,1.0,3.9999999959999997,432.47,0,One-Time / Occasional Shoppers
C37454,1,3,1303.35,1303.35,434.45,4.0,1,0,0,0,0,0,2025-06-10,2025-06-10,0,1.0,0.0,0.0,0.0,0.0,3.0,1.3333333328888888,1303.35,0,One-Time / Occasional Shoppers
C37455,1,5,2380.05,2380.05,476.01,7.0,1,1,1,0,0,0,2023-10-22,2023-10-22,0,1.0,1.0,1.0,0.0,0.0,5.0,1.3999999997199999,2380.05,0,One-Time / Occasional Shoppers
C37531,1,5,1349.3,1349.3,269.86,6.0,1,1,0,0,0,1,2024-03-09,2024-03-09,0,1.0,1.0,0.0,0.0,0.0,5.0,1.19999999976,1349.3,0,One-Time / Occasional Shoppers
C37594,1,4,1361.2,1361.2,340.3,8.0,1,1,0,1,0,0,2024-06-11,2024-06-11,0,1.0,1.0,0.0,1.0,0.0,4.0,1.9999999995,1361.2,0,One-Time / Occasional Shoppers
C37969,1,3,362.46,362.46,120.82,5.0,1,1,0,0,0,1,2023-12-02,2023-12-02,0,1.0,1.0,0.0,0.0,0.0,3.0,1.6666666661111111,362.46,0,One-Time / Occasional Shoppers
C38024,1,2,546.86,546.86,273.43,7.0,1,1,0,0,0,1,2024-05-07,2024-05-07,0,1.0,1.0,0.0,0.0,0.0,2.0,3.49999999825,546.86,0,One-Time / Occasional Shoppers
C38065,1,3,1178.55,1178.55,392.85,6.0,1,0,0,0,1,0,2023-03-02,2023-03-02,0,1.0,0.0,0.0,0.0,1.0,3.0,1.9999999993333333,1178.55,0,One-Time / Occasional Shoppers
C38068,1,5,1302.65,1302.65,260.53,5.0,1,1,0,0,0,0,2024-06-02,2024-06-02,0,1.0,1.0,0.0,0.0,0.0,5.0,0.9999999998,1302.65,0,One-Time / Occasional Shoppers
C38126,1,4,2060.76,2060.76,515.19,9.0,1,1,0,0,0,0,2024-12-19,2024-12-19,0,1.0,1.0,0.0,0.0,0.0,4.0,2.2499999994375,2060.76,0,One-Time / Occasional Shoppers
C38134,1,2,419.88,419.88,209.94,3.0,1,1,0,0,1,0,2023-07-19,2023-07-19,0,1.0,1.0,0.0,0.0,1.0,2.0,1.49999999925,419.88,0,One-Time / Occasional Shoppers
C38262,1,1,155.27,155.27,155.27,6.0,1,0,0,0,0,1,2024-01-30,2024-01-30,0,1.0,0.0,0.0,0.0,0.0,1.0,5.9999999939999995,155.27,0,One-Time / Occasional Shoppers
C38557,1,3,1915.5,1915.5,638.5,4.0,1,1,0,1,0,0,2025-04-27,2025-04-27,0,1.0,1.0,0.0,1.0,0.0,3.0,1.3333333328888888,1915.5,0,One-Time / Occasional Shoppers
C38642,1,5,1046.0,1046.0,209.2,6.0,1,1,1,0,0,0,2023-08-21,2023-08-21,0,1.0,1.0,1.0,0.0,0.0,5.0,1.19999999976,1046.0,0,One-Time / Occasional Shoppers
C38669,1,4,405.28,405.28,101.32,7.0,1,0,0,0,0,0,2023-02-17,2023-02-17,0,1.0,0.0,0.0,0.0,0.0,4.0,1.7499999995625,405.28,0,One-Time / Occasional Shoppers
C38785,1,2,361.0,361.0,180.5,6.0,1,1,0,0,0,0,2024-10-15,2024-10-15,0,1.0,1.0,0.0,0.0,0.0,2.0,2.9999999985,361.0,0,One-Time / Occasional Shoppers
C38840,2,9,5723.23,2861.615,630.6300000000001,7.0,2,1,0,1,1,0,2023-06-07,2024-06-08,367,0.005434782608695652,0.5,0.0,0.5,0.5,4.5,1.5555555552098765,2861.615,1,Repeat / Higher-Value Shoppers
C38845,1,1,532.89,532.89,532.89,2.0,1,0,0,0,0,0,2024-07-16,2024-07-16,0,1.0,0.0,0.0,0.0,0.0,1.0,1.9999999979999998,532.89,0,One-Time / Occasional Shoppers
C38928,1,4,1671.56,1671.56,417.89,4.0,1,0,0,0,0,0,2024-09-14,2024-09-14,0,1.0,0.0,0.0,0.0,0.0,4.0,0.99999999975,1671.56,0,One-Time / Occasional Shoppers
C38966,1,5,2021.95,2021.95,404.39,10.0,1,0,0,0,0,1,2024-08-31,2024-08-31,0,1.0,0.0,0.0,0.0,0.0,5.0,1.9999999996,2021.95,0,One-Time / Occasional Shoppers
C39000,1,1,287.46,287.46,287.46,3.0,1,1,0,0,1,0,2024-09-02,2024-09-02,0,1.0,1.0,0.0,0.0,1.0,1.0,2.9999999969999998,287.46,0,One-Time / Occasional Shoppers
C39017,1,3,994.3799999999999,994.3799999999999,331.46,6.0,1,1,0,1,0,0,2023-07-12,2023-07-12,0,1.0,1.0,0.0,1.0,0.0,3.0,1.9999999993333333,994.3799999999999,0,One-Time / Occasional Shoppers
C39074,1,5,3032.6,3032.6,606.52,6.0,1,1,0,0,0,1,2023-10-25,2023-10-25,0,1.0,1.0,0.0,0.0,0.0,5.0,1.19999999976,3032.6,0,One-Time / Occasional Shoppers
C39106,1,1,546.19,546.19,546.19,5.0,1,1,0,0,0,0,2024-02-07,2024-02-07,0,1.0,1.0,0.0,0.0,0.0,1.0,4.999999995,546.19,0,One-Time / Occasional Shoppers
C39130,1,5,226.55,226.55,45.31,8.0,1,0,0,1,0,0,2023-08-23,2023-08-23,0,1.0,0.0,0.0,1.0,0.0,5.0,1.59999999968,226.55,0,One-Time / Occasional Shoppers
C39176,1,4,1737.68,1737.68,434.42,6.0,1,1,0,1,0,0,2023-03-14,2023-03-14,0,1.0,1.0,0.0,1.0,0.0,4.0,1.499999999625,1737.68,0,One-Time / Occasional Shoppers
C39246,1,5,931.4,931.4,186.28,8.0,1,1,1,0,0,0,2024-04-18,2024-04-18,0,1.0,1.0,1.0,0.0,0.0,5.0,1.59999999968,931.4,0,One-Time / Occasional Shoppers
C39256,1,1,417.1,417.1,417.1,3.0,1,1,0,0,1,0,2024-08-21,2024-08-21,0,1.0,1.0,0.0,0.0,1.0,1.0,2.9999999969999998,417.1,0,One-Time / Occasional Shoppers
C39260,1,2,427.66,427.66,213.83,2.0,1,1,0,1,0,0,2023-08-13,2023-08-13,0,1.0,1.0,0.0,1.0,0.0,2.0,0.9999999995,427.66,0,One-Time / Occasional Shoppers
C39416,1,1,473.96,473.96,473.96,3.0,1,0,1,0,0,0,2023-07-17,2023-07-17,0,1.0,0.0,1.0,0.0,0.0,1.0,2.9999999969999998,473.96,0,One-Time / Occasional Shoppers
C39530,1,3,1704.15,1704.15,568.05,6.0,1,1,0,0,0,0,2024-10-24,2024-10-24,0,1.0,1.0,0.0,0.0,0.0,3.0,1.9999999993333333,1704.15,0,One-Time / Occasional Shoppers
C39550,1,1,558.27,558.27,558.27,1.0,1,0,1,0,0,0,2025-05-14,2025-05-14,0,1.0,0.0,1.0,0.0,0.0,1.0,0.9999999989999999,558.27,0,One-Time / Occasional Shoppers
C39551,1,1,76.93,76.93,76.93,6.0,1,1,1,0,0,0,2023-02-05,2023-02-05,0,1.0,1.0,1.0,0.0,0.0,1.0,5.9999999939999995,76.93,0,One-Time / Occasional Shoppers
C39593,1,3,2078.13,2078.13,692.71,3.0,1,1,1,0,0,0,2023-11-24,2023-11-24,0,1.0,1.0,1.0,0.0,0.0,3.0,0.9999999996666666,2078.13,0,One-Time / Occasional Shoppers
